name	bsever	status	type	lastModified	contrbutionPI	contributor	abstract	filepath
MIDI!	0,1	published	orbital	Mon, 15 Jan 2007 23:46:49 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization on some atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/MIDI_BANG.xml
MINI (Huzinaga)		published	orbital	Mon, 15 Jan 2007 23:46:53 GMT		Dr. David Feller	MB      Minimal Basis: 1 Function/AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/MINI.xml
MINI (Scaled)		published	orbital	Mon, 15 Jan 2007 23:46:51 GMT		Dr. David Feller	MB      Minimal Basis: 1 Function/AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/MINISCALED.xml
MINIs-BSIP1		published	effective core potential	Fri, 03 Nov 2017 22:47:30 GMT	Alberto Otero de la Roza	Alberto Otero de la Roza	Basis-set incompleteness potentials for scaled MINI minimal basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/aoterodelaroza_correction/MINIS-BSIP1-ECP.xml
MINIs-BSIP1		published	orbital	Thu, 12 Oct 2017 19:55:20 GMT	Alberto Otero de la Roza	Alberto Otero de la Roza	Basis-set incompleteness potentials for scaled MINI minimal basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/aoterodelaroza_correction/MINIS-BSIP1.xml
modified LANL2DZ	0	published	orbital	Wed, 19 May 2010 15:58:50 GMT	Michael B. Hall	Charles Webster	transition-metal LANL2DZ basis sets including optimized outer p functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/cewebstr_link/MODIFIEDLANL2DZ.xml
NASA Ames ANO		published	orbital	Mon, 15 Jan 2007 23:45:39 GMT		Dr. David Feller	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/NASA_ANO.xml
NASA Ames ANO2		published	orbital	Mon, 15 Jan 2007 23:45:34 GMT		Dr. David Feller	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/NASA_ANO2.xml
NASA Ames cc-pCV5Z		published	orbital	Mon, 15 Jan 2007 23:45:35 GMT		Dr. David Feller	V5Z4P   Valence Quintuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/NASA_CC-PCV5Z.xml
NASA Ames cc-pCVQZ		published	orbital	Mon, 15 Jan 2007 23:45:35 GMT		Dr. David Feller	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/NASA_CC-PCVQZ.xml
NASA Ames cc-pCVTZ		published	orbital	Mon, 15 Jan 2007 23:45:36 GMT		Dr. David Feller	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/NASA_CC-PCVTZ.xml
NASA Ames cc-pV5Z		published	orbital	Mon, 15 Jan 2007 23:45:37 GMT		Dr. David Feller	V5Z4P   Valence Quintuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/NASA_CC-PV5Z.xml
NASA Ames cc-pVQZ		published	orbital	Mon, 15 Jan 2007 23:45:37 GMT		Dr. David Feller	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/NASA_CC-PVQZ.xml
NASA Ames cc-pVTZ		published	orbital	Mon, 15 Jan 2007 23:45:38 GMT		Dr. David Feller	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/NASA_CC-PVTZ.xml
NLO-V		published	orbital	Sat, 26 Apr 2014 00:23:57 GMT	Diego Paschoal	Diego Paschoal		/files/projects/Basis_Set_Curators/Gaussian/contrib/diego_paschoal_new_0/NLO-V.xml
NMR-DKH (TZ2P)		published	orbital	Thu, 12 Oct 2017 21:02:14 GMT	Diego Paschoal	Diego Paschoal	NMR-DKH (TZ2P character) basis set for H-He, Li-Ne, Na-Ar, K-Ca, Ga-Kr, Rb-Sr, In-Xe and Pt atoms	/files/projects/Basis_Set_Curators/Gaussian/contrib/diego_paschoal_new_1/NMR-DKHTZ2P.xml
Partridge Uncontracted 1		published	orbital	Wed, 20 Jan 2010 23:28:11 GMT		Dr. David Feller	1D      UNCONTR Uncontracted (s,p) Sets (Smallest)	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/PARTRIDGE1.xml
Partridge Uncontracted 2		published	orbital	Wed, 20 Jan 2010 23:28:23 GMT		Dr. David Feller	1D      UNCONTR Uncontracted (s,p) Sets (Intermediate)	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/PARTRIDGE2.xml
Partridge Uncontracted 3		published	orbital	Wed, 20 Jan 2010 23:28:43 GMT		Dr. David Feller	1D      UNCONTR Uncontracted (s,p) Sets (Large)	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/PARTRIDGE3.xml
Partridge Uncontracted 4		published	orbital	Wed, 20 Jan 2010 23:28:46 GMT		Dr. David Feller	1D      UNCONTR Uncontracted (s,p) Sets (Large)	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/PARTRIDGE4.xml
pc-0	0	published	orbital	Wed, 23 Jan 2013 18:33:02 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_0/PC-0.xml
pc-1	0	published	orbital	Wed, 23 Jan 2013 18:35:56 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_1/PC-1.xml
pc-2	0	published	orbital	Wed, 23 Jan 2013 18:36:09 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_2/PC-2.xml
pc-3	0	published	orbital	Wed, 23 Jan 2013 18:36:12 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_3/PC-3.xml
pc-4	0	published	orbital	Wed, 23 Jan 2013 18:36:25 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_4/PC-4.xml
pcemd-2	0	published	orbital	Thu, 28 Feb 2013 00:52:58 GMT	Susi Lehtola	Susi Lehtola	The pcemd-2 basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_3/PCEMD-2.xml
pcemd-3	0	published	orbital	Thu, 28 Feb 2013 00:53:14 GMT	Susi Lehtola	Susi Lehtola		/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_4/PCEMD-3.xml
pcemd-4	0	published	orbital	Thu, 28 Feb 2013 00:53:30 GMT	Susi Lehtola	Susi Lehtola	The pcemd-4 basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_5/PCEMD-4.xml
pcJ-0	0,1	published	orbital	Mon, 27 Dec 2010 21:26:19 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_5/PCJ-0.xml
pcJ-0_2006	0	published	orbital	Mon, 27 Dec 2010 21:12:41 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_9/PCJ-0.xml
pcJ-1	0,1	published	orbital	Mon, 27 Dec 2010 21:27:57 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_6/PCJ-1.xml
pcJ-1_2006	0	published	orbital	Mon, 27 Dec 2010 21:12:58 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_10/PCJ-1.xml
pcJ-2	0,1	published	orbital	Mon, 27 Dec 2010 21:28:16 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_7/PCJ-2.xml
pcJ-2_2006	0	published	orbital	Mon, 27 Dec 2010 21:12:52 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_11/PCJ-2.xml
pcJ-3	0,1	published	orbital	Mon, 27 Dec 2010 21:28:22 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_8/PCJ-3.xml
pcJ-3_2006	0	published	orbital	Mon, 27 Dec 2010 21:13:57 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_12/PCJ-3.xml
pcJ-4	0,1	published	orbital	Mon, 27 Dec 2010 21:27:51 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_correction_9/PCJ-4.xml
pcJ-4_2006	0	published	orbital	Mon, 27 Dec 2010 21:14:02 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_13/PCJ-4.xml
pcS-0	0	published	orbital	Thu, 02 Oct 2008 00:26:19 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_24/PCS-0.xml
pcS-1	0	published	orbital	Thu, 02 Oct 2008 00:26:34 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_25/PCS-1.xml
pcS-2	0	published	orbital	Thu, 02 Oct 2008 00:27:03 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_26/PCS-2.xml
pcS-3	0	published	orbital	Tue, 18 Jan 2011 19:15:38 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_27/PCS-3.xml
pcS-4	0	published	orbital	Thu, 02 Oct 2008 00:25:26 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_28/PCS-4.xml
pcseg-0	0,1	published	orbital	Thu, 24 Apr 2014 20:19:28 GMT	Frank Jensen	Frank Jensen	Valence Double Zeta, DFT optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_29/PCSEG-0.xml
pcseg-1	0,1	published	orbital	Thu, 24 Apr 2014 20:22:15 GMT	Frank Jensen	Frank Jensen	Polarized Valence Double Zeta, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_30/PCSEG-1.xml
pcseg-2	0,1	published	orbital	Thu, 24 Apr 2014 20:23:48 GMT	Frank Jensen	Frank Jensen	Polarized Valence Triple Zeta, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_31/PCSEG-2.xml
pcseg-3	0,1	published	orbital	Thu, 24 Apr 2014 20:25:13 GMT	Frank Jensen	Frank Jensen	Polarized Valence Quadruple Zeta, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_32/PCSEG-3.xml
pcseg-4	0,1	published	orbital	Thu, 24 Apr 2014 20:26:14 GMT	Frank Jensen	Frank Jensen	Polarized Valence Pentuble Zeta, DFT Optimized	/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_33/PCSEG-4.xml
pcSseg-0	0,1	published	orbital	Wed, 14 Jan 2015 17:27:30 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_39/PCSSEG-0.xml
pcSseg-1	0,1	published	orbital	Wed, 14 Jan 2015 17:36:39 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_40/PCSSEG-1.xml
pcSseg-2	0,1	published	orbital	Wed, 14 Jan 2015 17:39:23 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_41/PCSSEG-2.xml
pcSseg-3	0,1	published	orbital	Wed, 14 Jan 2015 17:40:43 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_42/PCSSEG-3.xml
pcSseg-4	0,1	published	orbital	Wed, 14 Jan 2015 17:41:51 GMT	Frank Jensen	Frank Jensen		/files/projects/Basis_Set_Curators/Gaussian/contrib/frj_new_43/PCSSEG-4.xml
pSBKJC	0	published	orbital	Tue, 02 Oct 2012 17:19:14 GMT	Luciano N. Vidal	Luciano Vidal	Electrically polarized valence basis sets for the SBKJC effective core potential developed for calculations of dynamic polarizabilities and Raman intensities	/files/projects/Basis_Set_Curators/Gaussian/contrib/lnvidal_link/PSBKJC.xml
Pt - mDZP		published	orbital	Tue, 02 Oct 2012 17:17:47 GMT	D. Paschoal	Diego Paschoal	Pt - mDZP (all electron basis set)	/files/projects/Basis_Set_Curators/Gaussian/contrib/diego_paschoal_new/PT-MDZP.xml
pV6Z		published	orbital	Mon, 15 Jan 2007 23:46:36 GMT		Dr. David Feller	V6Z5P   Valence Sextuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/CC-PV6Z-OLD.xml
pV7Z		published	orbital	Tue, 16 Dec 2008 22:10:49 GMT		Dr. David Feller	V7Z6P   Valence Septuple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/PV7Z.xml
QZP	0,1	published	orbital	Fri, 25 Apr 2014 19:50:50 GMT		Susi Lehtola	All-electron quadruple zeta plus polarization functions.	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_13/QZP.xml
QZP-DKH	0,1	published	orbital	Tue, 13 May 2014 20:38:54 GMT		Susi Lehtola	All-electron quadruple zeta valence quality plus polarization functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_21/QZP-DKH.xml
Roos Augmented Double Zeta ANO		published	orbital	Mon, 15 Jan 2007 23:45:33 GMT		Dr. David Feller	VDZPD   Valence Double Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/ROOS_ANO1.xml
Roos Augmented Triple Zeta ANO		published	orbital	Thu, 29 Jan 2009 17:57:32 GMT		Dr. David Feller	VTZ2PD  Valence Triple Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/ROOS_ANO2.xml
s3-21G	0	published	orbital	Thu, 15 Jul 2010 19:47:17 GMT	M. Swart	Marcel Swart	Spin-state corrected 3-21G basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/marcel.swart_addElements_3/S3-21G.xml
s3-21G*	0	published	orbital	Thu, 15 Jul 2010 19:54:34 GMT	M. Swart	Marcel Swart	Spin-state corrected 3-21G* basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/marcel.swart_addElements_12/S3-21GS.xml
s6-31G	0	published	orbital	Thu, 15 Jul 2010 20:02:39 GMT	M. Swart	Marcel Swart	Spin-state corrected 6-31G basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/marcel.swart_addElements_21/S6-31G.xml
s6-31G*	0	published	orbital	Thu, 15 Jul 2010 20:09:15 GMT	M. Swart	Marcel Swart	Spin-state corrected 6-31G* basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/marcel.swart_addElements_33/S6-31GS.xml
Sadlej pVTZ		published	orbital	Tue, 01 Jul 2008 19:24:45 GMT		Dr. David Feller	VTZ2P   Valence Triple zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SADLEJ.xml
Sadlej+		published	orbital	Sat, 26 Apr 2014 00:10:43 GMT	Mark E. Casida	Degao Peng	For response calculations	/files/projects/Basis_Set_Curators/Gaussian/contrib/DFT_new/SADLEJP.xml
SARC-DKH		published	orbital	Thu, 28 Feb 2013 01:08:44 GMT	Frank Neese	ganymede skywalker		/files/projects/Basis_Set_Curators/Gaussian/contrib/ganymede_new/SARC-DKH.xml
SARC-ZORA	0	published	orbital	Thu, 28 Feb 2013 01:02:38 GMT	Dimitrios A. Pantazis and Frank Neese	Dimitrios Pantazis	Segmented all-electron relativistically contracted basis sets for ZORA	/files/projects/Basis_Set_Curators/Gaussian/contrib/demchem_addElements_0/SARC-ZORA.xml
SARC2-QZV-DKH		published	orbital	Mon, 01 Aug 2016 23:27:18 GMT	D. Aravena, D. Pantazis and F. Neese	Daniel Aravena	SARC2 QZV basis for the lanthanides (DKH2)	/files/projects/Basis_Set_Curators/Gaussian/contrib/Daniel Aravena_new_0/SARC2-QZV-DKH.xml
SARC2-QZV-DKH/JK		published	orbital	Mon, 01 Aug 2016 23:28:18 GMT	D. Aravena, D. Pantazis and F. Neese	Daniel Aravena	RI/JK auxiliar basis for SARC2-QZV-DKH	/files/projects/Basis_Set_Curators/Gaussian/contrib/Daniel Aravena_new_7/SARC2-QZV-DKHJK.xml
SARC2-QZV-ZORA	0	published	orbital	Mon, 01 Aug 2016 22:30:42 GMT	D. Aravena, D. Pantazis and F. Neese	Daniel Aravena	SARC2 QZV basis for the lanthanides (ZORA)	/files/projects/Basis_Set_Curators/Gaussian/contrib/Daniel Aravena_new_2/SARC2-QZV-ZORA.xml
SARC2-QZV-ZORA/JK		published	orbital	Mon, 01 Aug 2016 23:40:48 GMT	D. Aravena, D. Pantazis and F. Neese	Daniel Aravena	RI/JK auxiliar basis for SARC2-QZV-ZORA	/files/projects/Basis_Set_Curators/Gaussian/contrib/Daniel Aravena_new_6/SARC2-QZV-ZORAJK.xml
SARC2-QZVP-DKH		published	orbital	Mon, 01 Aug 2016 23:42:26 GMT	D. Aravena, D. Pantazis and F. Neese	Daniel Aravena	SARC2 QZVP basis for the lanthanides (DKH2)	/files/projects/Basis_Set_Curators/Gaussian/contrib/Daniel Aravena_new/SARC2-QZVP-DKH.xml
SARC2-QZVP-DKH/JK		published	orbital	Mon, 01 Aug 2016 23:43:19 GMT	D. Aravena, D. Pantazis and F. Neese	Daniel Aravena	RI/JK auxiliar basis for SARC2-QZVP-DKH	/files/projects/Basis_Set_Curators/Gaussian/contrib/Daniel Aravena_new_4/SARC2-QZVP-DKHJK.xml
SARC2-QZVP-ZORA	0	published	orbital	Mon, 01 Aug 2016 23:45:33 GMT	D. Aravena, D. Pantazis and F. Neese	Daniel Aravena	SARC2 QZVP basis for the lanthanides (ZORA)	/files/projects/Basis_Set_Curators/Gaussian/contrib/Daniel Aravena_new_1/SARC2-QZVP-ZORA.xml
SARC2-QZVP-ZORA/JK		published	orbital	Mon, 01 Aug 2016 23:46:13 GMT	D. Aravena, D. Pantazis and F. Neese	Daniel Aravena	RI/JK auxiliar basis for SARC2-QZVP-ZORA	/files/projects/Basis_Set_Curators/Gaussian/contrib/Daniel Aravena_new_5/SARC2-QZVP-ZORAJK.xml
SBKJC ECP	0	published	effective core potential	Mon, 10 Nov 2008 18:37:41 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SBKJC-ECP.xml
SBKJC Polarized (p,2d) - LFK	0	published	orbital	Thu, 01 May 2008 18:37:03 GMT	Henry Kurtz	Nicholas Labello		/files/projects/Basis_Set_Curators/Gaussian/contrib/nick.labello_link/SBKJCPOLARIZEDP2D-LFK.xml
SBKJC VDZ ECP	0	published	ecporb	Mon, 15 Jan 2007 23:45:14 GMT		Dr. David Feller	VDZ     Valence Double Zeta designed for an ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SBKJC_VDZ.xml
SDB RLC ECP		published	effective core potential	Thu, 11 Sep 2008 21:43:03 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SDB_RLC-ECP.xml
SDB-aug-cc-pVQZ		published	ecporb	Mon, 15 Jan 2007 23:45:06 GMT		Dr. David Feller	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SDB-AUG-CC-PVQZ-AGG.xml
SDB-aug-cc-pVTZ		published	ecporb	Mon, 15 Jan 2007 23:45:06 GMT		Dr. David Feller	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SDB-AUG-CC-PVTZ-AGG.xml
SDB-cc-pVQZ		published	ecporb	Sat, 23 Apr 2011 00:08:45 GMT		Dr. David Feller	VQZ3P   Valence Quadruple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SDB-CC-PVQZ.xml
SDB-cc-pVTZ		published	ecporb	Sat, 23 Apr 2011 00:13:29 GMT		Dr. David Feller	VTZ2P   Valence Triple Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SDB-CC-PVTZ.xml
STO-2G	0,1	published	orbital	Mon, 15 Jan 2007 23:47:13 GMT		Dr. David Feller	MB      Minimal Basis: 1 Function/AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STO-2G.xml
STO-3G	0,1	published	orbital	Mon, 15 Jan 2007 23:47:11 GMT		Dr. David Feller	MB      Minimal Basis: 1 Function/AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STO-3G.xml
STO-3G*		published	orbital	Mon, 15 Jan 2007 23:47:09 GMT		Dr. David Feller	MBP     Minimal Basis + Polarization on second row	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STO-3GS-AGG.xml
STO-6G	0,1	published	orbital	Tue, 01 Jul 2008 22:02:42 GMT		Dr. David Feller	MB      Minimal Basis: 1 Function/AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STO-6G.xml
Stuttgart RLC ECP		published	ecporb	Mon, 15 Jan 2007 23:45:11 GMT		Dr. David Feller	DZ      Double Zeta Basis Set designed for an ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STUTTGART_RLC.xml
Stuttgart RLC ECP		published	effective core potential	Mon, 26 Jan 2009 18:58:21 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STUTTGART_RLC-ECP.xml
Stuttgart RSC 1997 ECP		published	effective core potential	Thu, 14 Apr 2011 16:44:12 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STUTTGART_RSC97-ECP.xml
Stuttgart RSC 1997 ECP		published	ecporb	Wed, 15 Oct 2008 00:36:59 GMT		Dr. David Feller	DZ      Double Zeta Basis Set designed for an ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STUTTGART_RSC97.xml
Stuttgart RSC ANO/ECP		published	ecporb	Thu, 14 Apr 2011 18:57:17 GMT		Dr. David Feller	QZ      Quadruple Zeta Basis Set designed for an ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STUTTGART_RSC_ANO.xml
Stuttgart RSC Segmented/ECP		published	ecporb	Thu, 14 Apr 2011 18:53:19 GMT		Dr. David Feller	QZ      Quadruple Zeta Basis Set designed for an ECP	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STUTTGART_RSC.xml
Stuttgart-Koeln MCDHF RSC ECP		published	effective core potential	Mon, 27 Dec 2010 21:40:38 GMT		Dr. David Feller		/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/STUTTGART-MCDHF-RSC-ECP.xml
SV (Dunning-Hay)		published	orbital	Mon, 15 Jan 2007 23:46:48 GMT		Dr. David Feller	VDZ     Valence Double Zeta: 2 Funct.'s/Valence AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DUNHAYSV.xml
SV + Double Rydberg (Dunning-Hay)		published	orbital	Mon, 15 Jan 2007 23:45:18 GMT		Dr. David Feller	VDZ2R   Valence Double Zeta + Double Rydberg Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SVPDOUBLERYDBERGDUNNING-HAY-AGG.xml
SV + Rydberg (Dunning-Hay)		published	orbital	Mon, 15 Jan 2007 23:45:21 GMT		Dr. David Feller	VDZ1R   Valence Double Zeta + Diffuse Rydberg Functions	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SVPRYDBERGDUNNING-HAY-AGG.xml
SVP (Dunning-Hay)		published	orbital	Mon, 15 Jan 2007 23:46:47 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SVPDUNNING-HAY-AGG.xml
SVP + Diffuse (Dunning-Hay)		published	orbital	Mon, 15 Jan 2007 23:46:47 GMT		Dr. David Feller	VDZPD   Valence Double Zeta + Polarization + Diffuse	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SVPPDIFFUSEDUNNING-HAY-AGG.xml
SVP + Diffuse + Rydberg		published	orbital	Mon, 15 Jan 2007 23:45:20 GMT		Dr. David Feller	VDZPD1R Valence Double Zeta + Polar. + Diffuse + Rydberg	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SVPPDIFFUSEPRYDBERG-AGG.xml
SVP + Rydberg (Dunning-Hay)		published	orbital	Mon, 15 Jan 2007 23:45:20 GMT		Dr. David Feller	VDZP1R  Valence Double Zeta + Polarization + Rydberg	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/SVPPRYDBERGDUNNING-HAY-AGG.xml
TZ (Dunning)		published	orbital	Thu, 06 Aug 2009 20:17:22 GMT		Dr. David Feller	VTZ     Valence Triple Zeta: 3 Funct.'s/Valence AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DUNNINGTZ.xml
TZP	0,1	published	orbital	Mon, 05 May 2014 22:11:24 GMT		Susi Lehtola	All-electron triple zeta plus polarization functions.	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_16/TZP.xml
TZP-DKH	0,1	published	orbital	Tue, 13 May 2014 20:37:10 GMT		Susi Lehtola	All-electron triple zeta valence quality plus polarization functions	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_20/TZP-DKH.xml
TZVP (DFT Orbital)		published	dftorb	Mon, 15 Jan 2007 23:45:04 GMT		Dr. David Feller	VTZP    Valence Triple Zeta + Polarization designed for DFT	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/DGAUSS_TZVP.xml
UGBS	0	published	orbital	Fri, 08 Jun 2012 18:29:25 GMT	E.V.R. de Castro and F.E. Jorge	Edoardo Apra	UGBS basis by de Castro and Jorge	/files/projects/Basis_Set_Curators/Gaussian/contrib/edoapra_new/UGBS.xml
un-ccemd-ref	0	published	orbital	Thu, 28 Feb 2013 00:53:35 GMT	Susi Lehtola	Susi Lehtola	The un-ccemd-ref basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_8/UN-CCEMD-REF.xml
un-pcemd-ref	0	published	orbital	Thu, 28 Feb 2013 00:53:51 GMT	Susi Lehtola	Susi Lehtola	The un-pcemd-ref basis set	/files/projects/Basis_Set_Curators/Gaussian/contrib/jussilehtola_new_9/UN-PCEMD-REF.xml
Wachters+f		published	orbital	Mon, 15 Jan 2007 23:45:18 GMT		Dr. David Feller	VDZP    Valence Double Zeta + Polarization on All Atoms	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/WACHTERS.xml
Weigend Coulomb Fitting		published	orbital	Fri, 15 Mar 2013 18:13:29 GMT	Florian Weigend	Edoardo Apra	Improved Auxiliary Basis Sets	/files/projects/Basis_Set_Curators/Gaussian/contrib/edoapra_new_0/WEIGENDCOULOMBFITTING.xml
WTBS		published	orbital	Mon, 15 Jan 2007 23:45:31 GMT		Dr. David Feller	MB      Minimal Basis: 1 Function/AO	/files/projects/Basis_Set_Curators/Gaussian/emsl-lib/WTBS.xml
x2c-coulomb-fitting	0	published	orbital	Thu, 12 Oct 2017 20:12:30 GMT	Patrik Pollak and Florian Weigend	Patrik Pollak		/files/projects/Basis_Set_Curators/Gaussian/contrib/patrikpollak2704@gmail.com_new_7/X2C-COULOMB-FITTING.xml
x2c-SV(P)all	0	published	orbital	Thu, 12 Oct 2017 20:10:19 GMT	Patrik Pollak and Florian Weigend	Patrik Pollak		/files/projects/Basis_Set_Curators/Gaussian/contrib/patrikpollak2704@gmail.com_new/X2C-SVPALL.xml
